db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type
"[""PMID:25911094""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0071944|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0072686|cellular_component
"[""PMID:14647039""]"|IDA|located_in|"[""located_in""]"|GO|a1e959|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0099512|cellular_component
"[""GO_REF:0000117""]"|IEA|located_in|"[""located_in""]"|GO|a1igu5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1kxe4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1kxe4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030424|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1kxe4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048471|cellular_component
"[""PMID:23533145""]"|HDA|located_in|"[""located_in""]"|GO|a1kxe4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1kz92|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1kz92|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1kz92|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:23408853""]"|IDA|located_in|"[""located_in""]"|GO|a1l020|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000932|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1l020|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1l020|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:28289220""]"|IDA|located_in|"[""located_in""]"|GO|a1l0t0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""PMID:19946888""]"|HDA|located_in|"[""located_in""]"|GO|a1l0t0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1l157|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:24000165""]"|IDA|located_in|"[""located_in""]"|GO|a1l167|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1l167|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1l167|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:27499296""]"|IDA|located_in|"[""located_in""]"|GO|a1l188|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l190|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000801|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l190|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l190|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005694|cellular_component
"[""PMID:31560140""]"|IDA|located_in|"[""located_in""]"|GO|a1l1a6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""Reactome:R-HSA-9013159""]"|TAS|located_in|"[""located_in""]"|GO|a1l390|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1l390|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005856|cellular_component
"[""PMID:20937905""]"|IDA|located_in|"[""located_in""]"|GO|a1l3x0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""Reactome:R-HSA-548814""]"|TAS|located_in|"[""located_in""]"|GO|a1l3x0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1l453|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l4h1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a1l4h1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000002""]"|IEA|located_in|"[""located_in""]"|GO|a1l4h1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l4h1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0062023|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l4k1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l4k1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016529|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1l4k1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048471|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1x283|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002102|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1x283|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a1x283|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042995|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a1x283|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070161|cellular_component
"[""PMID:30404948""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:27528616""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""PMID:30404948""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005743|cellular_component
"[""PMID:27528616""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005814|cellular_component
"[""PMID:30404948""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0019898|cellular_component
"[""PMID:30404948""]"|IMP|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030061|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0035869|cellular_component
"[""PMID:27528616""]"|IDA|located_in|"[""located_in""]"|GO|a1xbs5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0097546|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a1ypr0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:23474712""]"|IDA|located_in|"[""located_in""]"|GO|a1z1q3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1z1q3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a1z1q3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005730|cellular_component
"[""PMID:24415781""]"|IDA|located_in|"[""located_in""]"|GO|a2a288|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0000932|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2a288|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2a288|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036464|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2a2v5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2a2v5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043231|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2a2y4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2a3k4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2a3n6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ajt9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""GO_REF:0000108""]"|IEA|located_in|"[""located_in""]"|GO|a2cj06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045202|cellular_component
"[""PMID:24075808""]"|IDA|located_in|"[""located_in""]"|GO|a2idd5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005814|cellular_component
"[""PMID:22818856""]"|IDA|located_in|"[""located_in""]"|GO|a2idd5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016529|cellular_component
"[""PMID:22818856""]"|IDA|located_in|"[""located_in""]"|GO|a2idd5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042383|cellular_component
"[""PMID:22818856""]"|IDA|located_in|"[""located_in""]"|GO|a2idd5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0048471|cellular_component
"[""PMID:24075808""]"|IDA|located_in|"[""located_in""]"|GO|a2idd5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0098536|cellular_component
"[""Reactome:R-HSA-166753""]"|TAS|located_in|"[""located_in""]"|GO|a2njv5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""Reactome:R-HSA-1112666""]"|TAS|located_in|"[""located_in""]"|GO|a2njv5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2rrd8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2rrh5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2rrl7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:19369418""]"|IDA|located_in|"[""located_in""]"|GO|a2rrp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2rrp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""Reactome:R-HSA-6811423""]"|TAS|located_in|"[""located_in""]"|GO|a2rrp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:19946888""]"|HDA|located_in|"[""located_in""]"|GO|a2rrp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a2rtx5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a2rtx5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru14|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005929|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru14|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a2ru30|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru30|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2ru30|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru48|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""Reactome:R-HSA-6788611""]"|TAS|located_in|"[""located_in""]"|GO|a2ru49|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005759|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a2ru67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005794|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005856|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ru67|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a2rub1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a2rub1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001750|cellular_component
"[""PMID:19777273""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001917|cellular_component
"[""PMID:28235840""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005813|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:28235840""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005874|cellular_component
"[""PMID:28235840""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005929|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030054|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0034451|cellular_component
"[""PMID:28235840""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036064|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a2rub6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0090543|cellular_component
"[""Reactome:R-HSA-6783455""]"|TAS|located_in|"[""located_in""]"|GO|a2ruc4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ruh7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030017|cellular_component
"[""PMID:28778945""]"|IDA|located_in|"[""located_in""]"|GO|a2ruh7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036379|cellular_component
"[""Reactome:R-HSA-8876446""]"|TAS|located_in|"[""located_in""]"|GO|a2rus2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:21630459""]"|HDA|located_in|"[""located_in""]"|GO|a2rut3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2rut3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2ruu4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""Reactome:R-HSA-6787677""]"|TAS|located_in|"[""located_in""]"|GO|a2vdf0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:23690469""]"|IDA|located_in|"[""located_in""]"|GO|a2vdj0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a2vdj0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""PMID:23690469""]"|IDA|located_in|"[""located_in""]"|GO|a2vdj0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:22261194""]"|TAS|located_in|"[""located_in""]"|GO|a2vec9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""GO_REF:0000024""]"|ISS|located_in|"[""located_in""]"|GO|a3kmh1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005739|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a3kmh1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005777|cellular_component
"[""GO_REF:0000043""]"|IEA|located_in|"[""located_in""]"|GO|a4d0s4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d0s4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005604|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d0t7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000054""]"|IDA|located_in|"[""located_in""]"|GO|a4d0v7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""PMID:26687144""]"|IDA|located_in|"[""located_in""]"|GO|a4d126|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:20811458""]"|IDA|located_in|"[""located_in""]"|GO|a4d1b5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005802|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d1e9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005694|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d1e9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005730|cellular_component
"[""PMID:26783301""]"|IDA|located_in|"[""located_in""]"|GO|a4d1p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""PMID:26783301""]"|IDA|located_in|"[""located_in""]"|GO|a4d1p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031313|cellular_component
"[""PMID:26783301""]"|IDA|located_in|"[""located_in""]"|GO|a4d1p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031901|cellular_component
"[""PMID:26783301""]"|IDA|located_in|"[""located_in""]"|GO|a4d1p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031902|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d1s0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d1s5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:19056867""]"|HDA|located_in|"[""located_in""]"|GO|a4d1s5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
"[""PMID:27649891""]"|IDA|located_in|"[""located_in""]"|GO|a4d1t9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0001669|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d1t9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005576|cellular_component
"[""PMID:21630459""]"|HDA|located_in|"[""located_in""]"|GO|a4d1t9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d256|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""PMID:30507380""]"|IDA|located_in|"[""located_in""]"|GO|a4d2b0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005634|cellular_component
"[""PMID:30507380""]"|IDA|located_in|"[""located_in""]"|GO|a4d2b0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d2b0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005829|cellular_component
"[""Reactome:R-HSA-9712210""]"|TAS|located_in|"[""located_in""]"|GO|a4d2g3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4d2p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045211|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a4d2p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0098688|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a4d2p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0099092|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a4d2p6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0150048|cellular_component
"[""PMID:16787938""]"|IDA|located_in|"[""located_in""]"|GO|a4fu01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005737|cellular_component
"[""PMID:18570454""]"|HDA|located_in|"[""located_in""]"|GO|a4fu01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a4fu49|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005654|cellular_component
"[""GO_REF:0000052""]"|IDA|located_in|"[""located_in""]"|GO|a4fu49|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005886|cellular_component
"[""PMID:17289582""]"|NAS|located_in|"[""located_in""]"|GO|a4gxa9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0043596|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a4if30|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016020|cellular_component
"[""PMID:36191189""]"|IDA|located_in|"[""located_in""]"|GO|a4qms7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005930|cellular_component
"[""PMID:29257953""]"|IDA|located_in|"[""located_in""]"|GO|a4qms7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0036064|cellular_component
"[""GO_REF:0000107""]"|IEA|located_in|"[""located_in""]"|GO|a4ugr9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0030018|cellular_component
"[""PMID:22664934""]"|HDA|located_in|"[""located_in""]"|GO|a5a3e0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a5a3e0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005938|cellular_component
"[""PMID:23533145""]"|HDA|located_in|"[""located_in""]"|GO|a5a3e0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
"[""PMID:22516433""]"|HDA|located_in|"[""located_in""]"|GO|a5a3e0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0072562|cellular_component
"[""PMID:18160536""]"|ISS|located_in|"[""located_in""]"|GO|a5d6w6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005789|cellular_component
"[""PMID:26170455""]"|IDA|located_in|"[""located_in""]"|GO|a5d8t8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005615|cellular_component
"[""PMID:26170455""]"|TAS|located_in|"[""located_in""]"|GO|a5d8t8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005768|cellular_component
"[""PMID:26170455""]"|TAS|located_in|"[""located_in""]"|GO|a5d8t8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005783|cellular_component
"[""PMID:26170455""]"|TAS|located_in|"[""located_in""]"|GO|a5d8t8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0005794|cellular_component
"[""PMID:32424346""]"|NAS|located_in|"[""located_in""]"|GO|a5d8v6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0010008|cellular_component
"[""GO_REF:0000044""]"|IEA|located_in|"[""located_in""]"|GO|a5d8v6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0031902|cellular_component
"[""PMID:19056867""]"|HDA|located_in|"[""located_in""]"|GO|a5d8v6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0070062|cellular_component
