tad,genelist
456|chr11|64350000|64750000,CCDC88B|Ensembl:ENSG00000168071|HGNC:CCDC88B;RPS6KA4|Ensembl:ENSG00000162302|HGNC:RPS6KA4;SLC22A11|Ensembl:ENSG00000168065|HGNC:SLC22A11;SLC22A12|Ensembl:ENSG00000197891|HGNC:SLC22A12;NRXN2|Ensembl:ENSG00000110076|HGNC:NRXN2;RASGRP2|Ensembl:ENSG00000068831|HGNC:RASGRP2;PYGM|Ensembl:ENSG00000068976|HGNC:PYGM
457|chr11|64800000|65150000,MAP4K2|Ensembl:ENSG00000168067|HGNC:MAP4K2;MEN1|Ensembl:ENSG00000133895|HGNC:MEN1;CDC42BPG|Ensembl:ENSG00000171219|HGNC:CDC42BPG;EHD1|Ensembl:ENSG00000110047|HGNC:EHD1;ATG2A|Ensembl:ENSG00000110046|HGNC:ATG2A;PPP2R5B|Ensembl:ENSG00000068971|HGNC:PPP2R5B;GPHA2|Ensembl:ENSG00000149735|HGNC:GPHA2;MAJIN|Ensembl:ENSG00000168070|HGNC:MAJIN;BATF2|Ensembl:ENSG00000168062|HGNC:BATF2;ARL2|Ensembl:ENSG00000213465|HGNC:ARL2;ARL2-SNX15|Ensembl:ENSG00000273003|HGNC:ARL2-SNX15;SNX15|Ensembl:ENSG00000110025|HGNC:SNX15;SAC3D1|Ensembl:ENSG00000168061|HGNC:SAC3D1;NAALADL1|Ensembl:ENSG00000168060|HGNC:NAALADL1;CDCA5|Ensembl:ENSG00000146670|HGNC:CDCA5;ZFPL1|Ensembl:ENSG00000162300|HGNC:ZFPL1;TMEM262|Ensembl:ENSG00000187066|HGNC:TMEM262;VPS51|Ensembl:ENSG00000149823|HGNC:VPS51;TM7SF2|Ensembl:ENSG00000149809|HGNC:TM7SF2;ZNHIT2|Ensembl:ENSG00000174276|HGNC:ZNHIT2;FAU|Ensembl:ENSG00000149806|HGNC:FAU;SYVN1|Ensembl:ENSG00000162298|HGNC:SYVN1;MRPL49|Ensembl:ENSG00000149792|HGNC:MRPL49
458|chr11|65150000|65600000,SPDYC|Ensembl:ENSG00000204710|HGNC:SPDYC;CAPN1|Ensembl:ENSG00000014216|HGNC:CAPN1;POLA2|Ensembl:ENSG00000014138|HGNC:POLA2;CDC42EP2|Ensembl:ENSG00000149798|HGNC:CDC42EP2;DPF2|Ensembl:ENSG00000133884|HGNC:DPF2;TIGD3|Ensembl:ENSG00000173825|HGNC:TIGD3;SLC25A45|Ensembl:ENSG00000162241|HGNC:SLC25A45;FRMD8|Ensembl:ENSG00000126391|HGNC:FRMD8;SCYL1|Ensembl:ENSG00000142186|HGNC:SCYL1;LTBP3|Ensembl:ENSG00000168056|HGNC:LTBP3;ZNRD2|Ensembl:ENSG00000173465|HGNC:ZNRD2;FAM89B|Ensembl:ENSG00000176973|HGNC:FAM89B;EHBP1L1|Ensembl:ENSG00000173442|HGNC:EHBP1L1;KCNK7|Ensembl:ENSG00000173338|HGNC:KCNK7;MAP3K11|Ensembl:ENSG00000173327|HGNC:MAP3K11
459|chr11|65600000|66300000,MAP3K11|Ensembl:ENSG00000173327|HGNC:MAP3K11;PCNX3|Ensembl:ENSG00000197136|HGNC:PCNX3;SIPA1|Ensembl:ENSG00000213445|HGNC:SIPA1;RELA|Ensembl:ENSG00000173039|HGNC:RELA;KAT5|Ensembl:ENSG00000172977|HGNC:KAT5;RNASEH2C|Ensembl:ENSG00000172922|HGNC:RNASEH2C;AP5B1|Ensembl:ENSG00000254470|HGNC:AP5B1;OVOL1|Ensembl:ENSG00000172818|HGNC:OVOL1;CFL1|Ensembl:ENSG00000172757|HGNC:CFL1;SNX32|Ensembl:ENSG00000172803|HGNC:SNX32;MUS81|Ensembl:ENSG00000172732|HGNC:MUS81;EFEMP2|Ensembl:ENSG00000172638|HGNC:EFEMP2;CTSW|Ensembl:ENSG00000172543|HGNC:CTSW;FIBP|Ensembl:ENSG00000172500|HGNC:FIBP;CCDC85B|Ensembl:ENSG00000175602|HGNC:CCDC85B;FOSL1|Ensembl:ENSG00000175592|HGNC:FOSL1;C11orf68|Ensembl:ENSG00000175573|HGNC:C11orf68;DRAP1|Ensembl:ENSG00000175550|HGNC:DRAP1;TSGA10IP|Ensembl:ENSG00000175513|HGNC:TSGA10IP;SART1|Ensembl:ENSG00000175467|HGNC:SART1;EIF1AD|Ensembl:ENSG00000175376|HGNC:EIF1AD;BANF1|Ensembl:ENSG00000175334|HGNC:BANF1;CST6|Ensembl:ENSG00000175315|HGNC:CST6;CATSPER1|Ensembl:ENSG00000175294|HGNC:CATSPER1;GAL3ST3|Ensembl:ENSG00000175229|HGNC:GAL3ST3;SF3B2|Ensembl:ENSG00000087365|HGNC:SF3B2;PACS1|Ensembl:ENSG00000175115|HGNC:PACS1;KLC2|Ensembl:ENSG00000174996|HGNC:KLC2;RAB1B|Ensembl:ENSG00000174903|HGNC:RAB1B;CNIH2|Ensembl:ENSG00000174871|HGNC:CNIH2;YIF1A|Ensembl:ENSG00000174851|HGNC:YIF1A;TMEM151A|Ensembl:ENSG00000179292|HGNC:TMEM151A
460|chr11|66300000|67300000,CD248|Ensembl:ENSG00000174807|HGNC:CD248;RIN1|Ensembl:ENSG00000174791|HGNC:RIN1;BRMS1|Ensembl:ENSG00000174744|HGNC:BRMS1;B4GAT1|Ensembl:ENSG00000174684|HGNC:B4GAT1;SLC29A2|Ensembl:ENSG00000174669|HGNC:SLC29A2;NPAS4|Ensembl:ENSG00000174576|HGNC:NPAS4;MRPL11|Ensembl:ENSG00000174547|HGNC:MRPL11;PELI3|Ensembl:ENSG00000174516|HGNC:PELI3;DPP3|Ensembl:ENSG00000254986|HGNC:DPP3;BBS1|Ensembl:ENSG00000174483|HGNC:BBS1;ZDHHC24|Ensembl:ENSG00000174165|HGNC:ZDHHC24;ACTN3|Ensembl:ENSG00000248746|HGNC:ACTN3;CTSF|Ensembl:ENSG00000174080|HGNC:CTSF;CCDC87|Ensembl:ENSG00000182791|HGNC:CCDC87;CCS|Ensembl:ENSG00000173992|HGNC:CCS;RBM14-RBM4|Ensembl:ENSG00000248643|HGNC:RBM14-RBM4;RBM14|Ensembl:ENSG00000239306|HGNC:RBM14;RBM4|Ensembl:ENSG00000173933|HGNC:RBM4;RBM4B|Ensembl:ENSG00000173914|HGNC:RBM4B;SPTBN2|Ensembl:ENSG00000173898|HGNC:SPTBN2;C11orf80|Ensembl:ENSG00000173715|HGNC:C11orf80;RCE1|Ensembl:ENSG00000173653|HGNC:RCE1;PC|Ensembl:ENSG00000173599|HGNC:PC;LRFN4|Ensembl:ENSG00000173621|HGNC:LRFN4;C11orf86|Ensembl:ENSG00000173237|HGNC:C11orf86;SYT12|Ensembl:ENSG00000173227|HGNC:SYT12;RHOD|Ensembl:ENSG00000173156|HGNC:RHOD;KDM2A|Ensembl:ENSG00000173120|HGNC:KDM2A;GRK2|Ensembl:ENSG00000173020|HGNC:GRK2;ANKRD13D|Ensembl:ENSG00000172932|HGNC:ANKRD13D
461|chr11|67300000|67400000,ANKRD13D|Ensembl:ENSG00000172932|HGNC:ANKRD13D;SSH3|Ensembl:ENSG00000172830|HGNC:SSH3;RAD9A|Ensembl:ENSG00000172613|HGNC:RAD9A;POLD4|Ensembl:ENSG00000175482|HGNC:POLD4;CLCF1|Ensembl:ENSG00000175505|HGNC:CLCF1;PPP1CA|Ensembl:ENSG00000172531|HGNC:PPP1CA
462|chr11|67400000|67850000,PPP1CA|Ensembl:ENSG00000172531|HGNC:PPP1CA;TBC1D10C|Ensembl:ENSG00000175463|HGNC:TBC1D10C;CARNS1|Ensembl:ENSG00000172508|HGNC:CARNS1;RPS6KB2|Ensembl:ENSG00000175634|HGNC:RPS6KB2;PTPRCAP|Ensembl:ENSG00000213402|HGNC:PTPRCAP;CORO1B|Ensembl:ENSG00000172725|HGNC:CORO1B;GPR152|Ensembl:ENSG00000175514|HGNC:GPR152;CABP4|Ensembl:ENSG00000175544|HGNC:CABP4;TMEM134|Ensembl:ENSG00000172663|HGNC:TMEM134;AIP|Ensembl:ENSG00000110711|HGNC:AIP;PITPNM1|Ensembl:ENSG00000110697|HGNC:PITPNM1;CDK2AP2|Ensembl:ENSG00000167797|HGNC:CDK2AP2;CABP2|Ensembl:ENSG00000167791|HGNC:CABP2;GSTP1|Ensembl:ENSG00000084207|HGNC:GSTP1;NDUFV1|Ensembl:ENSG00000167792|HGNC:NDUFV1;NUDT8|Ensembl:ENSG00000167799|HGNC:NUDT8;TBX10|Ensembl:ENSG00000167800|HGNC:TBX10;ACY3|Ensembl:ENSG00000132744|HGNC:ACY3;ALDH3B2|Ensembl:ENSG00000132746|HGNC:ALDH3B2
463|chr11|67850000|68550000,UNC93B1|Ensembl:ENSG00000110057|HGNC:UNC93B1;ALDH3B1|Ensembl:ENSG00000006534|HGNC:ALDH3B1;NDUFS8|Ensembl:ENSG00000110717|HGNC:NDUFS8;TCIRG1|Ensembl:ENSG00000110719|HGNC:TCIRG1;CHKA|Ensembl:ENSG00000110721|HGNC:CHKA;KMT5B|Ensembl:ENSG00000110066|HGNC:KMT5B;C11orf24|Ensembl:ENSG00000171067|HGNC:C11orf24;LRP5|Ensembl:ENSG00000162337|HGNC:LRP5;PPP6R3|Ensembl:ENSG00000110075|HGNC:PPP6R3
464|chr11|68550000|69650000,PPP6R3|Ensembl:ENSG00000110075|HGNC:PPP6R3;GAL|Ensembl:ENSG00000069482|HGNC:GAL;TESMIN|Ensembl:ENSG00000132749|HGNC:TESMIN;CPT1A|Ensembl:ENSG00000110090|HGNC:CPT1A;MRPL21|Ensembl:ENSG00000197345|HGNC:MRPL21;IGHMBP2|Ensembl:ENSG00000132740|HGNC:IGHMBP2;MRGPRD|Ensembl:ENSG00000172938|HGNC:MRGPRD;MRGPRF|Ensembl:ENSG00000172935|HGNC:MRGPRF;TPCN2|Ensembl:ENSG00000162341|HGNC:TPCN2;SMIM38|Ensembl:ENSG00000284713|HGNC:SMIM38;MYEOV|Ensembl:ENSG00000172927|HGNC:MYEOV;CCND1|Ensembl:ENSG00000110092|HGNC:CCND1
465|chr11|70450000|71800000,SHANK2|Ensembl:ENSG00000162105|HGNC:SHANK2;DHCR7|Ensembl:ENSG00000172893|HGNC:DHCR7;NADSYN1|Ensembl:ENSG00000172890|HGNC:NADSYN1;KRTAP5-7|Ensembl:ENSG00000244411|HGNC:KRTAP5-7;KRTAP5-8|Ensembl:ENSG00000241233|HGNC:KRTAP5-8;KRTAP5-9|Ensembl:ENSG00000254997|HGNC:KRTAP5-9;KRTAP5-10|Ensembl:ENSG00000204572|HGNC:KRTAP5-10;KRTAP5-11|Ensembl:ENSG00000204571|HGNC:KRTAP5-11
466|chr11|71800000|72450000,ZNF705E|Ensembl:ENSG00000214534|HGNC:ZNF705E;DEFB108B|Ensembl:ENSG00000184276|HGNC:DEFB108B;DEFB131B|Ensembl:ENSG00000225805|HGNC:DEFB131B;RNF121|Ensembl:ENSG00000137522|HGNC:RNF121;IL18BP|Ensembl:ENSG00000137496|HGNC:IL18BP;NUMA1|Ensembl:ENSG00000137497|HGNC:NUMA1;LRTOMT|Ensembl:ENSG00000184154|HGNC:LRTOMT;LAMTOR1|Ensembl:ENSG00000149357|HGNC:LAMTOR1;ANAPC15|Ensembl:ENSG00000110200|HGNC:ANAPC15;FOLR3|Ensembl:ENSG00000110203|HGNC:FOLR3;FOLR1|Ensembl:ENSG00000110195|HGNC:FOLR1;FOLR2|Ensembl:ENSG00000165457|HGNC:FOLR2;INPPL1|Ensembl:ENSG00000165458|HGNC:INPPL1;PHOX2A|Ensembl:ENSG00000165462|HGNC:PHOX2A;CLPB|Ensembl:ENSG00000162129|HGNC:CLPB
467|chr11|72700000|73300000,ARAP1|Ensembl:ENSG00000186635|HGNC:ARAP1;STARD10|Ensembl:ENSG00000214530|HGNC:STARD10;ATG16L2|Ensembl:ENSG00000168010|HGNC:ATG16L2;FCHSD2|Ensembl:ENSG00000137478|HGNC:FCHSD2;P2RY2|Ensembl:ENSG00000175591|HGNC:P2RY2;P2RY6|Ensembl:ENSG00000171631|HGNC:P2RY6
468|chr11|73450000|73700000,FAM168A|Ensembl:ENSG00000054965|HGNC:FAM168A;PLEKHB1|Ensembl:ENSG00000021300|HGNC:PLEKHB1;RAB6A|Ensembl:ENSG00000175582|HGNC:RAB6A
469|chr11|73700000|73950000,RAB6A|Ensembl:ENSG00000175582|HGNC:RAB6A;MRPL48|Ensembl:ENSG00000175581|HGNC:MRPL48;COA4|Ensembl:ENSG00000181924|HGNC:COA4;PAAF1|Ensembl:ENSG00000175575|HGNC:PAAF1
470|chr11|73950000|74850000,DNAJB13|Ensembl:ENSG00000187726|HGNC:DNAJB13;UCP2|Ensembl:ENSG00000175567|HGNC:UCP2;UCP3|Ensembl:ENSG00000175564|HGNC:UCP3;C2CD3|Ensembl:ENSG00000168014|HGNC:C2CD3;PPME1|Ensembl:ENSG00000214517|HGNC:PPME1;P4HA3|Ensembl:ENSG00000149380|HGNC:P4HA3;PGM2L1|Ensembl:ENSG00000165434|HGNC:PGM2L1;KCNE3|Ensembl:ENSG00000175538|HGNC:KCNE3;LIPT2|Ensembl:ENSG00000175536|HGNC:LIPT2;POLD3|Ensembl:ENSG00000077514|HGNC:POLD3;CHRDL2|Ensembl:ENSG00000054938|HGNC:CHRDL2;RNF169|Ensembl:ENSG00000166439|HGNC:RNF169;XRRA1|Ensembl:ENSG00000166435|HGNC:XRRA1
471|chr11|74900000|75300000,XRRA1|Ensembl:ENSG00000166435|HGNC:XRRA1;SPCS2|Ensembl:ENSG00000118363|HGNC:SPCS2;NEU3|Ensembl:ENSG00000162139|HGNC:NEU3;OR2AT4|Ensembl:ENSG00000171561|HGNC:OR2AT4;SLCO2B1|Ensembl:ENSG00000137491|HGNC:SLCO2B1;TPBGL|Ensembl:ENSG00000261594|HGNC:TPBGL;ARRB1|Ensembl:ENSG00000137486|HGNC:ARRB1
472|chr11|75300000|76650000,ARRB1|Ensembl:ENSG00000137486|HGNC:ARRB1;RPS3|Ensembl:ENSG00000149273|HGNC:RPS3;KLHL35|Ensembl:ENSG00000149243|HGNC:KLHL35;GDPD5|Ensembl:ENSG00000158555|HGNC:GDPD5;SERPINH1|Ensembl:ENSG00000149257|HGNC:SERPINH1;MAP6|Ensembl:ENSG00000171533|HGNC:MAP6;MOGAT2|Ensembl:ENSG00000166391|HGNC:MOGAT2;DGAT2|Ensembl:ENSG00000062282|HGNC:DGAT2;UVRAG|Ensembl:ENSG00000198382|HGNC:UVRAG;WNT11|Ensembl:ENSG00000085741|HGNC:WNT11;THAP12|Ensembl:ENSG00000137492|HGNC:THAP12;GVQW3|Ensembl:ENSG00000179240|HGNC:GVQW3;EMSY|Ensembl:ENSG00000158636|HGNC:EMSY
473|chr11|76700000|77100000,TSKU|Ensembl:ENSG00000182704|HGNC:TSKU;ACER3|Ensembl:ENSG00000078124|HGNC:ACER3;B3GNT6|Ensembl:ENSG00000198488|HGNC:B3GNT6;CAPN5|Ensembl:ENSG00000149260|HGNC:CAPN5
474|chr11|77100000|77600000,CAPN5|Ensembl:ENSG00000149260|HGNC:CAPN5;OMP|Ensembl:ENSG00000254550|HGNC:OMP;MYO7A|Ensembl:ENSG00000137474|HGNC:MYO7A;GDPD4|Ensembl:ENSG00000178795|HGNC:GDPD4;PAK1|Ensembl:ENSG00000149269|HGNC:PAK1;CLNS1A|Ensembl:ENSG00000074201|HGNC:CLNS1A;AQP11|Ensembl:ENSG00000178301|HGNC:AQP11
475|chr11|77650000|78100000,RSF1|Ensembl:ENSG00000048649|HGNC:RSF1;AAMDC|Ensembl:ENSG00000087884|HGNC:AAMDC;INTS4|Ensembl:ENSG00000149262|HGNC:INTS4;KCTD14|Ensembl:ENSG00000151364|HGNC:KCTD14;NDUFC2-KCTD14|Ensembl:ENSG00000259112|HGNC:NDUFC2-KCTD14;THRSP|Ensembl:ENSG00000151365|HGNC:THRSP;NDUFC2|Ensembl:ENSG00000151366|HGNC:NDUFC2
476|chr11|78200000|78600000,USP35|Ensembl:ENSG00000118369|HGNC:USP35;GAB2|Ensembl:ENSG00000033327|HGNC:GAB2;NARS2|Ensembl:ENSG00000137513|HGNC:NARS2
477|chr11|78600000|81550000,TENM4|Ensembl:ENSG00000149256|HGNC:TENM4
478|chr11|81550000|82600000,
479|chr11|82700000|83300000,FAM181B|Ensembl:ENSG00000182103|HGNC:FAM181B;PRCP|Ensembl:ENSG00000137509|HGNC:PRCP;DDIAS|Ensembl:ENSG00000165490|HGNC:DDIAS;RAB30|Ensembl:ENSG00000137502|HGNC:RAB30;PCF11|Ensembl:ENSG00000165494|HGNC:PCF11;ANKRD42|Ensembl:ENSG00000137494|HGNC:ANKRD42;CCDC90B|Ensembl:ENSG00000137500|HGNC:CCDC90B
480|chr11|83300000|83850000,DLG2|Ensembl:ENSG00000150672|HGNC:DLG2
481|chr11|83850000|84650000,
482|chr11|84650000|85600000,
483|chr11|85600000|86350000,DLG2|Ensembl:ENSG00000150672|HGNC:DLG2;TMEM126B|Ensembl:ENSG00000171204|HGNC:TMEM126B;TMEM126A|Ensembl:ENSG00000171202|HGNC:TMEM126A;CREBZF|Ensembl:ENSG00000137504|HGNC:CREBZF;CCDC89|Ensembl:ENSG00000179071|HGNC:CCDC89;SYTL2|Ensembl:ENSG00000137501|HGNC:SYTL2;CCDC83|Ensembl:ENSG00000150676|HGNC:CCDC83;PICALM|Ensembl:ENSG00000073921|HGNC:PICALM;EED|Ensembl:ENSG00000074266|HGNC:EED;HIKESHI|Ensembl:ENSG00000149196|HGNC:HIKESHI
484|chr11|86350000|86450000,CCDC81|Ensembl:ENSG00000149201|HGNC:CCDC81;ME3|Ensembl:ENSG00000151376|HGNC:ME3
485|chr11|86450000|86900000,ME3|Ensembl:ENSG00000151376|HGNC:ME3;PRSS23|Ensembl:ENSG00000150687|HGNC:PRSS23
486|chr11|86900000|87300000,PRSS23|Ensembl:ENSG00000150687|HGNC:PRSS23;FZD4|Ensembl:ENSG00000174804|HGNC:FZD4;TMEM135|Ensembl:ENSG00000166575|HGNC:TMEM135
487|chr11|87350000|89050000,RAB38|Ensembl:ENSG00000123892|HGNC:RAB38;CTSC|Ensembl:ENSG00000109861|HGNC:CTSC;GRM5|Ensembl:ENSG00000168959|HGNC:GRM5
488|chr11|89100000|90000000,TYR|Ensembl:ENSG00000077498|HGNC:TYR;NOX4|Ensembl:ENSG00000086991|HGNC:NOX4;TRIM77|Ensembl:ENSG00000214414|HGNC:TRIM77;TRIM49|Ensembl:ENSG00000168930|HGNC:TRIM49;TRIM64B|Ensembl:ENSG00000189253|HGNC:TRIM64B;TRIM49D1|Ensembl:ENSG00000223417|HGNC:TRIM49D1;TRIM49D2|Ensembl:ENSG00000233802|HGNC:TRIM49D2;TRIM64|Ensembl:ENSG00000204450|HGNC:TRIM64
489|chr11|90000000|90200000,TRIM49C|Ensembl:ENSG00000204449|HGNC:TRIM49C;UBTFL1|Ensembl:ENSG00000255009|HGNC:UBTFL1;NAALAD2|Ensembl:ENSG00000077616|HGNC:NAALAD2
490|chr11|90200000|92950000,CHORDC1|Ensembl:ENSG00000110172|HGNC:CHORDC1;FAT3|Ensembl:ENSG00000165323|HGNC:FAT3
491|chr11|92950000|93750000,MTNR1B|Ensembl:ENSG00000134640|HGNC:MTNR1B;SLC36A4|Ensembl:ENSG00000180773|HGNC:SLC36A4;DEUP1|Ensembl:ENSG00000165325|HGNC:DEUP1;SMCO4|Ensembl:ENSG00000166002|HGNC:SMCO4;CEP295|Ensembl:ENSG00000166004|HGNC:CEP295;TAF1D|Ensembl:ENSG00000166012|HGNC:TAF1D;C11orf54|Ensembl:ENSG00000182919|HGNC:C11orf54
492|chr11|93750000|94550000,TAF1D|Ensembl:ENSG00000166012|HGNC:TAF1D;C11orf54|Ensembl:ENSG00000182919|HGNC:C11orf54;MED17|Ensembl:ENSG00000042429|HGNC:MED17;VSTM5|Ensembl:ENSG00000214376|HGNC:VSTM5;HEPHL1|Ensembl:ENSG00000181333|HGNC:HEPHL1;PANX1|Ensembl:ENSG00000110218|HGNC:PANX1;IZUMO1R|Ensembl:ENSG00000183560|HGNC:IZUMO1R;GPR83|Ensembl:ENSG00000123901|HGNC:GPR83;MRE11|Ensembl:ENSG00000020922|HGNC:MRE11;ANKRD49|Ensembl:ENSG00000168876|HGNC:ANKRD49;C11orf97|Ensembl:ENSG00000257057|HGNC:C11orf97;PIWIL4|Ensembl:ENSG00000134627|HGNC:PIWIL4;FUT4|Ensembl:ENSG00000196371|HGNC:FUT4
493|chr11|94550000|95000000,PIWIL4|Ensembl:ENSG00000134627|HGNC:PIWIL4;AMOTL1|Ensembl:ENSG00000166025|HGNC:AMOTL1;CWC15|Ensembl:ENSG00000150316|HGNC:CWC15;KDM4D|Ensembl:ENSG00000186280|HGNC:KDM4D
494|chr11|95000000|95850000,KDM4E|Ensembl:ENSG00000235268|HGNC:KDM4E;KDM4F|Ensembl:ENSG00000255855|HGNC:KDM4F;SRSF8|Ensembl:ENSG00000263465|HGNC:SRSF8;ENDOD1|Ensembl:ENSG00000149218|HGNC:ENDOD1;SESN3|Ensembl:ENSG00000149212|HGNC:SESN3;FAM76B|Ensembl:ENSG00000077458|HGNC:FAM76B;CEP57|Ensembl:ENSG00000166037|HGNC:CEP57;MTMR2|Ensembl:ENSG00000087053|HGNC:MTMR2
495|chr11|95850000|96450000,MTMR2|Ensembl:ENSG00000087053|HGNC:MTMR2;MAML2|Ensembl:ENSG00000184384|HGNC:MAML2;CCDC82|Ensembl:ENSG00000149231|HGNC:CCDC82;JRKL|Ensembl:ENSG00000183340|HGNC:JRKL
496|chr11|99100000|100600000,CNTN5|Ensembl:ENSG00000149972|HGNC:CNTN5
497|chr11|100600000|101000000,ARHGAP42|Ensembl:ENSG00000165895|HGNC:ARHGAP42
498|chr11|101000000|101400000,PGR|Ensembl:ENSG00000082175|HGNC:PGR
499|chr11|101400000|102050000,TRPC6|Ensembl:ENSG00000137672|HGNC:TRPC6;ANGPTL5|Ensembl:ENSG00000187151|HGNC:ANGPTL5;CEP126|Ensembl:ENSG00000110318|HGNC:CEP126;CFAP300|Ensembl:ENSG00000137691|HGNC:CFAP300
500|chr11|102050000|102250000,CFAP300|Ensembl:ENSG00000137691|HGNC:CFAP300;YAP1|Ensembl:ENSG00000137693|HGNC:YAP1
501|chr11|102250000|102750000,BIRC3|Ensembl:ENSG00000023445|HGNC:BIRC3;BIRC2|Ensembl:ENSG00000110330|HGNC:BIRC2;TMEM123|Ensembl:ENSG00000152558|HGNC:TMEM123;MMP7|Ensembl:ENSG00000137673|HGNC:MMP7;MMP20|Ensembl:ENSG00000137674|HGNC:MMP20;MMP27|Ensembl:ENSG00000137675|HGNC:MMP27;MMP8|Ensembl:ENSG00000118113|HGNC:MMP8
502|chr11|102750000|103100000,MMP10|Ensembl:ENSG00000166670|HGNC:MMP10;MMP1|Ensembl:ENSG00000196611|HGNC:MMP1;MMP3|Ensembl:ENSG00000149968|HGNC:MMP3;MMP12|Ensembl:ENSG00000262406|HGNC:MMP12;MMP13|Ensembl:ENSG00000137745|HGNC:MMP13;DCUN1D5|Ensembl:ENSG00000137692|HGNC:DCUN1D5
503|chr11|103100000|103650000,DYNC2H1|Ensembl:ENSG00000187240|HGNC:DYNC2H1
504|chr11|103650000|104250000,PDGFD|Ensembl:ENSG00000170962|HGNC:PDGFD;DDI1|Ensembl:ENSG00000170967|HGNC:DDI1
505|chr11|104250000|106100000,CASP4|Ensembl:ENSG00000196954|HGNC:CASP4;CASP5|Ensembl:ENSG00000137757|HGNC:CASP5;CASP1|Ensembl:ENSG00000137752|HGNC:CASP1;CARD16|Ensembl:ENSG00000204397|HGNC:CARD16;CARD17|Ensembl:ENSG00000255221|HGNC:CARD17;CARD18|Ensembl:ENSG00000255501|HGNC:CARD18;GRIA4|Ensembl:ENSG00000152578|HGNC:GRIA4;MSANTD4|Ensembl:ENSG00000170903|HGNC:MSANTD4;KBTBD3|Ensembl:ENSG00000182359|HGNC:KBTBD3;AASDHPPT|Ensembl:ENSG00000149313|HGNC:AASDHPPT
506|chr11|106100000|107550000,GUCY1A2|Ensembl:ENSG00000152402|HGNC:GUCY1A2;CWF19L2|Ensembl:ENSG00000152404|HGNC:CWF19L2;ALKBH8|Ensembl:ENSG00000137760|HGNC:ALKBH8
507|chr11|107550000|108000000,ALKBH8|Ensembl:ENSG00000137760|HGNC:ALKBH8;ELMOD1|Ensembl:ENSG00000110675|HGNC:ELMOD1;SLN|Ensembl:ENSG00000170290|HGNC:SLN;SLC35F2|Ensembl:ENSG00000110660|HGNC:SLC35F2;RAB39A|Ensembl:ENSG00000179331|HGNC:RAB39A
508|chr11|108000000|108700000,CUL5|Ensembl:ENSG00000166266|HGNC:CUL5;ACAT1|Ensembl:ENSG00000075239|HGNC:ACAT1;NPAT|Ensembl:ENSG00000149308|HGNC:NPAT;ATM|Ensembl:ENSG00000149311|HGNC:ATM;C11orf65|Ensembl:ENSG00000166323|HGNC:C11orf65;POGLUT3|Ensembl:ENSG00000178202|HGNC:POGLUT3;EXPH5|Ensembl:ENSG00000110723|HGNC:EXPH5;DDX10|Ensembl:ENSG00000178105|HGNC:DDX10
509|chr11|108700000|109950000,DDX10|Ensembl:ENSG00000178105|HGNC:DDX10;C11orf87|Ensembl:ENSG00000185742|HGNC:C11orf87;RDX|Ensembl:ENSG00000137710|HGNC:RDX
510|chr11|109950000|110400000,RDX|Ensembl:ENSG00000137710|HGNC:RDX;ZC3H12C|Ensembl:ENSG00000149289|HGNC:ZC3H12C
511|chr11|110450000|111550000,FDX1|Ensembl:ENSG00000137714|HGNC:FDX1;ARHGAP20|Ensembl:ENSG00000137727|HGNC:ARHGAP20;C11orf53|Ensembl:ENSG00000150750|HGNC:C11orf53;COLCA2|Ensembl:ENSG00000214290|HGNC:COLCA2;POU2AF1|Ensembl:ENSG00000110777|HGNC:POU2AF1;BTG4|Ensembl:ENSG00000137707|HGNC:BTG4;HOATZ|Ensembl:ENSG00000183644|HGNC:HOATZ;LAYN|Ensembl:ENSG00000204381|HGNC:LAYN
512|chr11|111550000|111900000,LAYN|Ensembl:ENSG00000204381|HGNC:LAYN;SIK2|Ensembl:ENSG00000170145|HGNC:SIK2;PPP2R1B|Ensembl:ENSG00000137713|HGNC:PPP2R1B;ALG9|Ensembl:ENSG00000086848|HGNC:ALG9;FDXACB1|Ensembl:ENSG00000255561|HGNC:FDXACB1;C11orf1|Ensembl:ENSG00000137720|HGNC:C11orf1
513|chr11|111900000|112100000,CRYAB|Ensembl:ENSG00000109846|HGNC:CRYAB;HSPB2|Ensembl:ENSG00000170276|HGNC:HSPB2;HSPB2-C11orf52|Ensembl:ENSG00000254445|HGNC:HSPB2-C11orf52;C11orf52|Ensembl:ENSG00000149300|HGNC:C11orf52;DIXDC1|Ensembl:ENSG00000150764|HGNC:DIXDC1;DLAT|Ensembl:ENSG00000150768|HGNC:DLAT;PIH1D2|Ensembl:ENSG00000150773|HGNC:PIH1D2;NKAPD1|Ensembl:ENSG00000150776|HGNC:NKAPD1;TIMM8B|Ensembl:ENSG00000150779|HGNC:TIMM8B;SDHD|Ensembl:ENSG00000204370|HGNC:SDHD
514|chr11|112200000|113300000,BCO2|Ensembl:ENSG00000197580|HGNC:BCO2;PTS|Ensembl:ENSG00000150787|HGNC:PTS;PLET1|Ensembl:ENSG00000188771|HGNC:PLET1;NCAM1|Ensembl:ENSG00000149294|HGNC:NCAM1
